category,initial_price,final_price,drop_pct,proc_type
медицинские изделия,5976553.13,5334724.45,10.74,44-FZ
медицинские изделия,35076473.06,29002142.66,17.32,44-FZ
медицинские изделия,8352312.89,6790322.6,18.7,223-FZ
медицинские изделия,37490070.32,31243581.98,16.66,44-FZ
медицинские изделия,38572657.37,36400415.99,5.63,44-FZ
медицинские изделия,16753876.26,15762101.58,5.92,44-FZ
медицинские изделия,35617600.79,32198841.31,9.6,223-FZ
медицинские изделия,24809897.71,22432476.17,9.58,44-FZ
медицинские изделия,18387550.45,16348323.51,11.09,44-FZ
медицинские изделия,38667581.02,34104233.82,11.8,223-FZ
медицинские изделия,11424079.14,10650850.13,6.77,44-FZ
медицинские изделия,2206675.17,1833139.96,16.93,44-FZ
медицинские изделия,18202004.93,17122456.23,5.93,223-FZ
медицинские изделия,8952151.88,7559167.26,15.56,44-FZ
медицинские изделия,11229643.11,10374208.1,7.62,223-FZ
медицинские изделия,20815748.64,18631914.05,10.49,44-FZ
медицинские изделия,28578940.45,26450439.3,7.45,44-FZ
медицинские изделия,25104536.92,21674505.71,13.66,44-FZ
медицинские изделия,47704199.98,43193279.53,9.46,44-FZ
медицинские изделия,43850176.95,36522436.46,16.71,44-FZ
медицинские изделия,16368409.58,15792044.63,3.52,223-FZ
медицинские изделия,403418.83,357226.79,11.45,223-FZ
медицинские изделия,36980101.46,32556555.51,11.96,223-FZ
медицинские изделия,23199014.9,21689691.8,6.51,44-FZ
медицинские изделия,36624504.52,33639369.5,8.15,44-FZ
медицинские изделия,7532566.01,6387411.02,15.2,44-FZ
медицинские изделия,31798912.27,29402746.51,7.54,223-FZ
медицинские изделия,47549758.16,38884058.63,18.22,44-FZ
медицинские изделия,5201931.22,4689204.73,9.86,223-FZ
медицинские изделия,20993693.02,16020036.87,23.69,44-FZ
медицинские изделия,35584065.47,32704688.3,8.09,44-FZ
медицинские изделия,2199793.78,1862194.65,15.35,44-FZ
медицинские изделия,35043841.25,30036150.19,14.29,223-FZ
медицинские изделия,22925609.14,21141646.79,7.78,223-FZ
медицинские изделия,31862597.92,30310465.9,4.87,44-FZ
медицинские изделия,3746150.06,3532116.21,5.71,223-FZ
медицинские изделия,11842402.88,10767123.24,9.08,44-FZ
медицинские изделия,42546430.72,37933910.26,10.84,223-FZ
медицинские изделия,15906295.67,14898551.23,6.34,223-FZ
медицинские изделия,11684393.28,10569180.2,9.54,223-FZ
медицинские изделия,7774750.51,6773916.4,12.87,44-FZ
медицинские изделия,22481089.55,20177555.27,10.25,44-FZ
медицинские изделия,48231912.94,43694068.14,9.41,223-FZ
медицинские изделия,22598594.26,22133722.86,2.06,44-FZ
медицинские изделия,7884980.78,6569800.62,16.68,44-FZ
медицинские изделия,41320202.46,38211208.77,7.52,223-FZ
медицинские изделия,7420448.25,6777734.68,8.66,223-FZ
медицинские изделия,48420158.21,43582447.18,9.99,44-FZ
медицинские изделия,13012038.8,11907854.91,8.49,223-FZ
медицинские изделия,1558949.26,1425352.3,8.57,44-FZ
медицинские изделия,4740790.22,3900682.59,17.72,44-FZ
медицинские изделия,40195818.19,35502830.1,11.68,44-FZ
медицинские изделия,6540108.3,5577646.56,14.72,44-FZ
медицинские изделия,18615125.99,17770417.07,4.54,223-FZ
медицинские изделия,45871841.93,43894643.57,4.31,223-FZ
медицинские изделия,1094900.14,811337.45,25.9,44-FZ
медицинские изделия,40465886.77,36137169.6,10.7,223-FZ
медицинские изделия,45254373.13,39253548.3,13.26,44-FZ
медицинские изделия,47114321.65,43620174.43,7.42,44-FZ
медицинские изделия,8403620.49,8064346.14,4.04,44-FZ
медицинские изделия,24808838.93,23556891.22,5.05,223-FZ
медицинские изделия,34162229.77,31111826.52,8.93,223-FZ
медицинские изделия,13752713.54,11806366.79,14.15,44-FZ
медицинские изделия,44171772.83,38695062.23,12.4,223-FZ
медицинские изделия,32365683.63,28274455.42,12.64,44-FZ
медицинские изделия,20602550.35,19220523.14,6.71,223-FZ
медицинские изделия,19153848.72,17723672.79,7.47,223-FZ
медицинские изделия,9976893.04,8615925.2,13.64,223-FZ
медицинские изделия,49470233.77,45852634.58,7.31,44-FZ
медицинские изделия,23986823.52,21961022.44,8.45,223-FZ
медицинские изделия,19422121.82,18487049.9,4.81,223-FZ
медицинские изделия,1308018.07,1140582.09,12.8,44-FZ
медицинские изделия,2934268.56,2663933.81,9.21,223-FZ
медицинские изделия,26473967.44,24026396.11,9.25,223-FZ
медицинские изделия,5011216.19,4986160.11,0.5,44-FZ
медицинские изделия,13330017.42,11259182.34,15.54,44-FZ
медицинские изделия,38203665.94,37668817.56,1.4,44-FZ
медицинские изделия,28786726.97,24200468.57,15.93,44-FZ
медицинские изделия,8809137.88,7632836.88,13.35,44-FZ
медицинские изделия,40311480.22,38120613.28,5.43,223-FZ
медицинские изделия,35174126.88,34773720.17,1.14,44-FZ
медицинские изделия,47378198.96,45550953.11,3.86,223-FZ
медицинские изделия,41835658.55,38155594.25,8.8,44-FZ
медицинские изделия,27108519.45,24868953.9,8.26,223-FZ
медицинские изделия,11635004.79,10193193.49,12.39,44-FZ
медицинские изделия,1001299.85,914543.97,8.66,44-FZ
медицинские изделия,40323238.44,35567463.83,11.79,44-FZ
медицинские изделия,35848296.95,31010773.87,13.49,223-FZ
медицинские изделия,2982500.36,2808217.8,5.84,223-FZ
медицинские изделия,29332525.71,23938967.57,18.39,44-FZ
медицинские изделия,48028134.72,45646610.6,4.96,223-FZ
медицинские изделия,35228377.79,33290895.68,5.5,223-FZ
медицинские изделия,15091748.86,14481975.06,4.04,223-FZ
медицинские изделия,48793154.27,43606066.44,10.63,44-FZ
медицинские изделия,32460767.38,31077519.31,4.26,223-FZ
медицинские изделия,35360610.15,34696701.5,1.88,44-FZ
медицинские изделия,11165744.51,10589365.29,5.16,223-FZ
медицинские изделия,18922313.49,16879181.61,10.8,44-FZ
медицинские изделия,36442903.64,33815093.5,7.21,44-FZ
медицинские изделия,42538594.49,38962061.19,8.41,223-FZ
медицинские изделия,30121421.43,28603736.07,5.04,44-FZ
медицинские изделия,31984140.41,26975343.43,15.66,44-FZ
медицинские изделия,37268439.69,33454398.1,10.23,223-FZ
медицинские изделия,17343772.18,15902090.55,8.31,44-FZ
медицинские изделия,41083981.96,33941543.83,17.38,44-FZ
медицинские изделия,22334263.56,20637524.46,7.6,223-FZ
медицинские изделия,17527305.69,14929679.01,14.82,44-FZ
медицинские изделия,36022077.33,30215065.96,16.12,44-FZ
медицинские изделия,48455245.75,44135450.07,8.92,223-FZ
медицинские изделия,24656634.26,23476745.1,4.79,223-FZ
медицинские изделия,41441204.84,35073805.4,15.36,44-FZ
медицинские изделия,8137012.3,6153283.96,24.38,44-FZ
медицинские изделия,1008799.53,873338.18,13.43,223-FZ
лекарства,95166696.52,81600910.78,14.25,223-FZ
лекарства,16098840.45,14048299.52,12.74,223-FZ
лекарства,54709155.4,44403777.33,18.84,44-FZ
лекарства,70453419.61,63604456.69,9.72,223-FZ
лекарства,94244801.39,78047369.4,17.19,223-FZ
лекарства,5365038.71,3322271.5,38.08,44-FZ
лекарства,20562992.17,17604521.22,14.39,223-FZ
лекарства,66063183.29,53347330.45,19.25,223-FZ
лекарства,23762453.01,19451587.27,18.14,223-FZ
лекарства,15367457.55,13302399.37,13.44,223-FZ
лекарства,391519.06,293177.48,25.12,223-FZ
лекарства,19975483.33,16647498.9,16.66,223-FZ
лекарства,20703228.76,20331180.66,1.8,44-FZ
лекарства,84378469.74,83956577.4,0.5,223-FZ
лекарства,78489808.54,78097359.5,0.5,223-FZ
лекарства,9122776.39,7599506.34,16.7,223-FZ
лекарства,18496273.24,15676546.17,15.24,223-FZ
лекарства,4471246.3,4043337.51,9.57,223-FZ
лекарства,46511145.04,40995542.29,11.86,223-FZ
лекарства,15121556.14,11756004.16,22.26,44-FZ
лекарства,8579874.11,7459373.69,13.06,44-FZ
лекарства,55364654.6,41908322.97,24.3,44-FZ
лекарства,81842337.43,77626075.34,5.15,223-FZ
лекарства,57275701.92,48917397.6,14.59,223-FZ
лекарства,47631465.49,32775101.46,31.19,44-FZ
лекарства,50215126.02,38052274.44,24.22,44-FZ
лекарства,12036984.66,10084277.8,16.22,44-FZ
лекарства,97216766.18,86449001.21,11.08,44-FZ
лекарства,12627338.0,12564201.31,0.5,44-FZ
лекарства,20199908.8,16375447.75,18.93,223-FZ
лекарства,83412470.79,70793160.54,15.13,44-FZ
лекарства,8711873.81,5056456.07,41.96,44-FZ
лекарства,55209898.62,46701431.0,15.41,223-FZ
лекарства,78657198.38,72045537.93,8.41,44-FZ
лекарства,11260759.07,9518766.13,15.47,223-FZ
лекарства,92493567.39,69966236.96,24.36,44-FZ
лекарства,78576705.57,57291615.45,27.09,44-FZ
лекарства,26421021.65,25716314.26,2.67,223-FZ
лекарства,57206603.75,52740810.82,7.81,223-FZ
лекарства,14393828.54,12698196.69,11.78,223-FZ
лекарства,3887865.42,3155789.69,18.83,223-FZ
лекарства,4938604.64,4234312.87,14.26,44-FZ
лекарства,92084289.94,80938915.82,12.1,223-FZ
лекарства,31101820.29,27830685.42,10.52,223-FZ
лекарства,85824895.98,81340603.07,5.22,223-FZ
лекарства,13447208.24,13379972.2,0.5,44-FZ
лекарства,77405349.71,71752055.63,7.3,223-FZ
лекарства,18801689.73,13600449.76,27.66,44-FZ
лекарства,91344146.21,83750197.82,8.31,44-FZ
лекарства,82103529.07,69993005.28,14.75,223-FZ
лекарства,6571040.59,5424668.94,17.45,44-FZ
лекарства,17381998.23,15968816.6,8.13,44-FZ
лекарства,83699297.99,70283730.02,16.03,44-FZ
лекарства,70466348.18,58216830.55,17.38,223-FZ
лекарства,36841509.24,34737979.8,5.71,223-FZ
лекарства,68120624.3,55999461.81,17.79,44-FZ
лекарства,37252951.49,32840078.68,11.85,44-FZ
лекарства,58692156.04,53263624.18,9.25,223-FZ
лекарства,34431457.9,29794445.99,13.47,223-FZ
лекарства,28514086.95,25455747.57,10.73,44-FZ
лекарства,4974607.77,3910407.59,21.39,223-FZ
лекарства,85712547.63,81478533.72,4.94,44-FZ
лекарства,67772747.66,57594811.16,15.02,44-FZ
лекарства,86464346.71,65580937.43,24.15,44-FZ
лекарства,47414979.68,38252067.96,19.32,44-FZ
лекарства,22384765.47,17987169.31,19.65,44-FZ
лекарства,71276921.41,64102944.99,10.06,223-FZ
лекарства,85160101.45,79325813.35,6.85,223-FZ
лекарства,25207350.94,24460611.21,2.96,223-FZ
лекарства,58452870.71,50883655.03,12.95,223-FZ
лекарства,51156256.61,47094195.59,7.94,44-FZ
лекарства,56150097.15,55020131.99,2.01,223-FZ
лекарства,29854607.87,26038414.41,12.78,223-FZ
лекарства,64063068.61,56069408.94,12.48,223-FZ
лекарства,26122079.32,23943955.23,8.34,223-FZ
лекарства,18844124.52,18749903.9,0.5,223-FZ
лекарства,89969707.6,71151273.83,20.92,44-FZ
лекарства,66056427.06,64919399.19,1.72,223-FZ
лекарства,72131106.93,71764843.2,0.51,44-FZ
лекарства,90692087.14,90238626.7,0.5,223-FZ
лекарства,38833609.35,31155358.41,19.77,223-FZ
лекарства,34323273.29,27883169.33,18.76,44-FZ
лекарства,68634947.91,61681610.2,10.13,44-FZ
лекарства,50736412.41,47519914.89,6.34,223-FZ
лекарства,84065463.07,67580493.66,19.61,44-FZ
лекарства,47083379.47,41217970.27,12.46,44-FZ
лекарства,72521411.84,72158804.79,0.5,223-FZ
лекарства,65446920.09,61049982.11,6.72,223-FZ
лекарства,35534786.78,29937787.48,15.75,44-FZ
лекарства,37174526.15,34792965.2,6.41,223-FZ
лекарства,46381425.21,40549589.33,12.57,223-FZ
лекарства,47227246.04,38824595.37,17.79,44-FZ
лекарства,50052732.68,39401883.2,21.28,44-FZ
лекарства,41316594.33,38367165.56,7.14,223-FZ
лекарства,13745152.26,11199318.82,18.52,44-FZ
лекарства,14330982.99,11942394.38,16.67,223-FZ
лекарства,77896328.33,74206081.65,4.74,44-FZ
лекарства,31348273.04,26056486.74,16.88,44-FZ
лекарства,481303.01,397040.15,17.51,44-FZ
лекарства,57632128.78,40693187.09,29.39,44-FZ
лекарства,48962813.29,40985560.59,16.29,44-FZ
лекарства,63352419.19,57774552.73,8.8,223-FZ
лекарства,42908254.61,38332662.03,10.66,223-FZ
лекарства,73068600.45,61297588.52,16.11,44-FZ
лекарства,89201719.16,74551712.29,16.42,44-FZ
лекарства,67678046.69,63506321.31,6.16,44-FZ
лекарства,22634308.47,17891572.04,20.95,44-FZ
лекарства,38361212.13,34076913.12,11.17,44-FZ
лекарства,16710348.52,14486372.83,13.31,223-FZ
лекарства,45598071.93,42412818.92,6.99,223-FZ
лекарства,43372186.35,39018100.06,10.04,223-FZ
лекарства,35931496.13,32901642.14,8.43,223-FZ
лекарства,16496702.05,11845578.54,28.19,44-FZ
лекарства,22849544.3,21039115.44,7.92,44-FZ
лекарства,21126911.01,15762240.8,25.39,44-FZ
лекарства,36665479.23,30321817.93,17.3,44-FZ
лекарства,37525491.34,34800196.52,7.26,44-FZ
лекарства,59396467.55,56192202.7,5.39,44-FZ
лекарства,66200371.88,56210617.58,15.09,44-FZ
лекарства,41683388.76,35561425.39,14.69,44-FZ
лекарства,12368270.35,11001562.91,11.05,223-FZ
лекарства,69522251.0,49747086.92,28.44,44-FZ
лекарства,30118634.31,27171051.89,9.79,44-FZ
лекарства,62283549.7,59676768.58,4.19,223-FZ
лекарства,41888386.92,31961210.52,23.7,44-FZ
лекарства,28277849.75,25364166.52,10.3,44-FZ
лекарства,49778928.93,47165146.01,5.25,44-FZ
лекарства,35798604.44,33213786.03,7.22,44-FZ
лекарства,29542166.59,24354903.83,17.56,223-FZ
лекарства,68823509.51,56231375.31,18.3,44-FZ
лекарства,33067055.58,26600401.27,19.56,223-FZ
лекарства,83524864.2,69989339.47,16.21,44-FZ
лекарства,14922957.82,12407016.21,16.86,223-FZ
лекарства,90478890.6,71354526.88,21.14,44-FZ
лекарства,45680555.96,35538620.21,22.2,44-FZ
лекарства,9989893.42,8103173.28,18.89,44-FZ
лекарства,87415303.51,69468781.58,20.53,44-FZ
лекарства,42605260.69,39638854.69,6.96,223-FZ
лекарства,9508897.05,7592100.28,20.16,44-FZ
лекарства,66338869.2,57349191.72,13.55,44-FZ
лекарства,32872796.0,22448423.61,31.71,44-FZ
лекарства,87848768.98,85549965.46,2.62,223-FZ
лекарства,37268489.11,32111989.34,13.84,44-FZ
лекарства,96231369.92,83241140.79,13.5,223-FZ
лекарства,83572477.45,76180589.16,8.84,223-FZ
лекарства,64888159.92,61473555.25,5.26,223-FZ
лекарства,11314525.07,9608621.12,15.08,44-FZ
лекарства,10380273.44,8991783.75,13.38,44-FZ
лекарства,80228455.76,72478580.32,9.66,223-FZ
лекарства,77918637.82,71676731.02,8.01,223-FZ
лекарства,86258951.69,64350784.69,25.4,44-FZ
лекарства,48313134.84,44849551.11,7.17,44-FZ
лекарства,11302618.56,10201517.02,9.74,223-FZ
лекарства,65500807.15,57569410.73,12.11,223-FZ
лекарства,70459771.97,63398975.97,10.02,44-FZ
лекарства,97789776.8,94160119.94,3.71,44-FZ
лекарства,51914776.9,47626902.33,8.26,223-FZ
лекарства,66174709.15,63523585.23,4.01,223-FZ
лекарства,48198148.44,43335912.12,10.09,44-FZ
лекарства,83904911.79,78714790.4,6.19,44-FZ
лекарства,1174370.29,811795.61,30.87,44-FZ
лекарства,85188596.43,77916668.2,8.54,223-FZ
лекарства,7495775.6,6552373.15,12.59,44-FZ
лекарства,5044567.95,4324576.67,14.27,223-FZ
лекарства,55054052.02,52115663.53,5.34,44-FZ
лекарства,45914868.53,33891544.35,26.19,44-FZ
лекарства,8811105.97,8115140.2,7.9,223-FZ
лекарства,74526444.08,66144194.91,11.25,223-FZ
лекарства,10273305.71,9523399.24,7.3,44-FZ
лекарства,82592616.75,64964228.42,21.34,44-FZ
лекарства,89012188.77,85760695.46,3.65,223-FZ
лекарства,95036009.45,87354086.21,8.08,223-FZ
лекарства,82532845.95,69667455.1,15.59,223-FZ
лекарства,56019483.0,55273911.3,1.33,223-FZ
лекарства,71668640.23,66519572.56,7.18,223-FZ
лекарства,75934401.91,58736085.6,22.65,44-FZ
лекарства,229672.81,203710.04,11.3,44-FZ
лекарства,54773581.26,45206512.37,17.47,223-FZ
лекарства,70212584.37,60090874.03,14.42,223-FZ
лекарства,82185647.61,67918980.34,17.36,44-FZ
лекарства,10705080.94,9802492.96,8.43,223-FZ
лекарства,21566794.54,19650683.08,8.88,223-FZ
лекарства,71681623.57,55588341.59,22.45,44-FZ
лекарства,77216795.91,60857660.99,21.19,44-FZ
лекарства,45744213.82,43189878.11,5.58,223-FZ
лекарства,443719.39,401179.43,9.59,223-FZ
лекарства,55327100.63,51830497.32,6.32,44-FZ
лекарства,69184853.09,55107093.1,20.35,44-FZ
лекарства,73052161.23,57360523.53,21.48,44-FZ
лекарства,50415970.83,42751424.6,15.2,223-FZ
лекарства,41872287.94,39971824.17,4.54,223-FZ
лекарства,27366852.04,25114997.89,8.23,44-FZ
лекарства,97049460.07,88961154.9,8.33,223-FZ
лекарства,60256419.72,52980563.79,12.07,223-FZ
лекарства,84309012.38,78781192.42,6.56,223-FZ
лекарства,20096899.34,17294320.19,13.95,44-FZ
лекарства,68664263.62,59168680.08,13.83,223-FZ
лекарства,50394304.97,43353339.16,13.97,44-FZ
лекарства,71038169.19,62735956.86,11.69,223-FZ
лекарства,67427606.12,64718341.97,4.02,223-FZ
строительные работы,438750869.75,422943876.52,3.6,223-FZ
строительные работы,12733543.41,11989853.93,5.84,44-FZ
строительные работы,26627193.25,24506549.6,7.96,44-FZ
строительные работы,491767843.57,459910174.97,6.48,44-FZ
строительные работы,73299552.23,67765870.52,7.55,223-FZ
строительные работы,376821614.63,347693931.67,7.73,44-FZ
строительные работы,179405350.43,176952978.21,1.37,44-FZ
строительные работы,371232126.66,345618940.57,6.9,44-FZ
строительные работы,118873976.74,113194142.5,4.78,223-FZ
строительные работы,346498744.0,344766250.28,0.5,223-FZ
строительные работы,463249757.1,460933508.32,0.5,44-FZ
строительные работы,482920023.46,446392159.83,7.56,223-FZ
строительные работы,6581322.31,6123717.98,6.95,44-FZ
строительные работы,415008742.63,385799010.42,7.04,223-FZ
строительные работы,377578341.83,373789924.44,1.0,223-FZ
строительные работы,147159443.13,140767592.55,4.34,44-FZ
строительные работы,491728316.45,428206196.87,12.92,44-FZ
строительные работы,188661393.7,171119521.27,9.3,44-FZ
строительные работы,139628211.93,134320333.63,3.8,223-FZ
строительные работы,2922003.5,2730552.58,6.55,223-FZ
строительные работы,354873679.23,338376647.04,4.65,223-FZ
строительные работы,298480477.97,283587953.42,4.99,223-FZ
строительные работы,245326415.48,240353800.38,2.03,223-FZ
строительные работы,262744994.09,254888953.51,2.99,223-FZ
строительные работы,260351083.04,244662687.0,6.03,44-FZ
строительные работы,46063582.41,44850176.65,2.63,223-FZ
строительные работы,441710029.76,423540265.29,4.11,44-FZ
строительные работы,109300798.36,106894185.25,2.2,223-FZ
строительные работы,498315878.19,464733316.57,6.74,223-FZ
строительные работы,57449503.51,57162255.99,0.5,44-FZ
строительные работы,222889056.42,208468700.07,6.47,223-FZ
строительные работы,479452518.36,464552668.28,3.11,44-FZ
строительные работы,190748166.55,182670799.27,4.23,223-FZ
строительные работы,270164632.74,262418746.08,2.87,223-FZ
строительные работы,12450394.29,12388142.31,0.5,223-FZ
строительные работы,243453674.11,234900057.97,3.51,223-FZ
строительные работы,449150976.29,427273633.32,4.87,223-FZ
строительные работы,83780665.13,76076591.42,9.2,44-FZ
строительные работы,313503844.68,292499078.95,6.7,44-FZ
строительные работы,432488932.77,389355676.42,9.97,44-FZ
строительные работы,417848972.36,396625139.91,5.08,223-FZ
строительные работы,323315923.54,297562880.19,7.97,223-FZ
строительные работы,373470723.75,345022264.51,7.62,44-FZ
строительные работы,19039368.74,17903994.31,5.96,223-FZ
строительные работы,27228608.64,25398419.04,6.72,44-FZ
строительные работы,455502188.56,447907981.84,1.67,44-FZ
строительные работы,194077498.56,189635357.77,2.29,223-FZ
строительные работы,194811983.44,188749874.63,3.11,44-FZ
строительные работы,267463701.59,259975905.04,2.8,44-FZ
строительные работы,350470927.49,342926842.91,2.15,44-FZ
строительные работы,178914299.36,173631180.73,2.95,44-FZ
строительные работы,303322264.01,291532228.14,3.89,223-FZ
строительные работы,382660593.09,375604520.32,1.84,223-FZ
строительные работы,237046439.92,220868910.86,6.82,44-FZ
строительные работы,68277092.02,67477637.48,1.17,44-FZ
строительные работы,480071119.11,449094773.09,6.45,223-FZ
строительные работы,149098445.96,131366393.95,11.89,44-FZ
строительные работы,478700085.39,476306584.96,0.5,223-FZ
строительные работы,276806741.46,265579201.87,4.06,44-FZ
строительные работы,286402025.61,271957640.23,5.04,44-FZ
строительные работы,268622309.07,253244585.0,5.72,223-FZ
строительные работы,105947297.77,102455780.36,3.3,223-FZ
строительные работы,80561083.35,75156847.79,6.71,44-FZ
строительные работы,57399808.81,50758615.03,11.57,44-FZ
строительные работы,425708722.44,361961464.05,14.97,44-FZ
строительные работы,322372789.48,319308150.71,0.95,223-FZ
строительные работы,145397268.49,135326218.64,6.93,44-FZ
строительные работы,475774799.18,455134183.69,4.34,223-FZ
строительные работы,64194751.78,62047805.37,3.34,223-FZ
строительные работы,450069283.56,430345757.49,4.38,44-FZ
строительные работы,242982029.01,237232689.29,2.37,223-FZ
строительные работы,282819448.75,255275480.11,9.74,44-FZ
строительные работы,403869112.34,382723605.27,5.24,223-FZ
строительные работы,123162951.76,118765623.26,3.57,223-FZ
строительные работы,356128343.7,341994496.4,3.97,44-FZ
строительные работы,67239485.61,65541816.99,2.52,223-FZ
строительные работы,438955126.17,430765687.5,1.87,223-FZ
строительные работы,243536994.08,232800791.37,4.41,223-FZ
строительные работы,87967503.43,87278540.16,0.78,44-FZ
строительные работы,445659389.76,437708048.85,1.78,44-FZ
строительные работы,131691001.83,123046210.62,6.56,44-FZ
строительные работы,446063381.8,424812906.86,4.76,44-FZ
строительные работы,406339935.68,403170795.77,0.78,44-FZ
строительные работы,453161158.34,439596556.04,2.99,44-FZ
строительные работы,271780315.03,254245256.67,6.45,223-FZ
строительные работы,182972733.19,172779147.92,5.57,44-FZ
строительные работы,445729628.11,443500979.97,0.5,44-FZ
строительные работы,232404100.97,227219976.15,2.23,44-FZ
строительные работы,198452900.31,196700936.6,0.88,44-FZ
строительные работы,378627315.03,357667414.13,5.54,44-FZ
строительные работы,223165599.88,203172849.5,8.96,44-FZ
строительные работы,367986312.44,321475681.45,12.64,44-FZ
строительные работы,469593711.61,433947495.04,7.59,223-FZ
строительные работы,31524294.59,29329822.68,6.96,44-FZ
строительные работы,117085932.56,114047031.0,2.6,223-FZ
строительные работы,194107745.66,191078581.95,1.56,223-FZ
строительные работы,440787835.46,409677036.89,7.06,223-FZ
строительные работы,351897752.8,328151197.41,6.75,44-FZ
строительные работы,417452645.88,402068305.75,3.69,223-FZ
строительные работы,188392118.82,170309896.14,9.6,44-FZ
строительные работы,182711859.32,179986995.85,1.49,223-FZ
строительные работы,188226757.64,187285623.86,0.5,223-FZ
строительные работы,258234253.91,253785959.58,1.72,44-FZ
строительные работы,396349460.97,366559040.41,7.52,223-FZ
строительные работы,250968308.54,233809584.81,6.84,44-FZ
строительные работы,257319182.44,239112039.38,7.08,44-FZ
строительные работы,105837400.36,100820353.59,4.74,223-FZ
строительные работы,330588710.49,302820526.15,8.4,44-FZ
строительные работы,405605197.42,391640344.11,3.44,223-FZ
строительные работы,239562679.57,236215279.23,1.4,223-FZ
строительные работы,323664891.15,312098654.95,3.57,44-FZ
строительные работы,286785907.02,267083604.14,6.87,44-FZ
строительные работы,67448551.6,67111308.84,0.5,44-FZ
строительные работы,28050410.88,26629492.16,5.07,44-FZ
строительные работы,461231190.64,453629181.41,1.65,223-FZ
строительные работы,439266640.58,416163731.84,5.26,44-FZ
строительные работы,473632208.92,452046550.78,4.56,223-FZ
строительные работы,433664469.26,403688278.61,6.91,223-FZ
строительные работы,109759971.03,105264139.94,4.1,44-FZ
строительные работы,311643548.28,291248668.1,6.54,44-FZ
строительные работы,83944078.63,82327265.8,1.93,223-FZ
строительные работы,114983912.21,114408992.65,0.5,44-FZ
строительные работы,66193377.91,61804979.16,6.63,223-FZ
строительные работы,413274441.38,395904489.97,4.2,223-FZ
строительные работы,88793349.94,80687174.43,9.13,44-FZ
строительные работы,46685663.9,45243107.47,3.09,44-FZ
строительные работы,451002179.38,426431915.59,5.45,44-FZ
строительные работы,261069910.41,250905998.66,3.89,223-FZ
строительные работы,437424667.94,423628563.45,3.15,223-FZ
строительные работы,394798837.02,388182211.32,1.68,223-FZ
строительные работы,175323855.11,165565285.66,5.57,223-FZ
строительные работы,212802149.49,211738138.74,0.5,44-FZ
строительные работы,238622904.38,228108620.91,4.41,223-FZ
строительные работы,299186345.69,274271527.67,8.33,223-FZ
строительные работы,128976707.66,119156752.93,7.61,223-FZ
строительные работы,289035774.19,272325428.32,5.78,44-FZ
строительные работы,259928946.58,249362195.1,4.07,44-FZ
строительные работы,204481654.08,194269994.94,4.99,223-FZ
строительные работы,77473812.42,74234659.98,4.18,44-FZ
строительные работы,282378651.8,275251578.01,2.52,223-FZ
строительные работы,495900157.22,482455075.84,2.71,223-FZ
строительные работы,89441926.96,85123579.85,4.83,223-FZ
строительные работы,126963444.96,122897149.38,3.2,223-FZ
строительные работы,367917637.06,346397448.85,5.85,223-FZ
строительные работы,373932316.12,370507878.29,0.92,44-FZ
строительные работы,50229280.91,46595903.83,7.23,44-FZ
строительные работы,393061953.33,373837767.51,4.89,223-FZ
строительные работы,80452930.77,79320160.57,1.41,44-FZ
строительные работы,402204243.51,373222654.01,7.21,44-FZ
строительные работы,44161530.59,43431555.0,1.65,223-FZ
строительные работы,110962945.29,106008982.29,4.46,223-FZ
строительные работы,465349427.03,445713870.58,4.22,223-FZ
строительные работы,307021398.8,305486291.81,0.5,223-FZ
строительные работы,472863357.34,449523250.56,4.94,44-FZ
строительные работы,320181628.13,308629391.64,3.61,44-FZ
строительные работы,97453772.62,93085388.28,4.48,223-FZ
строительные работы,307633473.85,294677105.93,4.21,44-FZ
строительные работы,487825385.88,473600579.4,2.92,44-FZ
строительные работы,498408890.2,467738568.17,6.15,44-FZ
строительные работы,202784938.33,199002098.43,1.87,223-FZ
строительные работы,258919576.22,244676430.08,5.5,44-FZ
строительные работы,274841367.51,262755229.45,4.4,44-FZ
строительные работы,173802796.92,165873883.61,4.56,223-FZ
строительные работы,227434028.43,219475603.01,3.5,44-FZ
строительные работы,287495870.2,276685231.37,3.76,223-FZ
строительные работы,279359493.36,254596667.26,8.86,44-FZ
строительные работы,170048950.62,159992577.53,5.91,223-FZ
строительные работы,438068911.82,412998159.16,5.72,223-FZ
строительные работы,347126511.55,323738517.59,6.74,223-FZ
строительные работы,378760895.19,360852095.29,4.73,44-FZ
строительные работы,340829177.16,315373507.5,7.47,223-FZ
строительные работы,58222523.89,57511434.31,1.22,223-FZ
строительные работы,191398355.64,179640656.03,6.14,44-FZ
строительные работы,400100680.79,386464118.36,3.41,44-FZ
строительные работы,477727298.99,460488269.86,3.61,223-FZ
строительные работы,124203978.92,119375441.59,3.89,223-FZ
строительные работы,199525425.24,188396481.19,5.58,44-FZ
строительные работы,238330071.5,231961081.43,2.67,44-FZ
строительные работы,109361210.28,106466754.17,2.65,223-FZ
строительные работы,249549770.25,237841827.2,4.69,44-FZ
строительные работы,117507199.83,110779455.92,5.73,44-FZ
строительные работы,101463002.74,93234159.92,8.11,44-FZ
строительные работы,418183721.51,409133779.3,2.16,44-FZ
строительные работы,460102045.95,414225401.23,9.97,44-FZ
строительные работы,306952104.94,294152138.94,4.17,223-FZ
